sample_id,bacteria,antibiotics,phenotype
SAMN04901626,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901626,Pseudomonas aeruginosa,doripenem,susceptible
SAMN04901626,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901626,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901626,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901626,Pseudomonas aeruginosa,meropenem,susceptible
SAMN04901626,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
SAMN04901626,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901626,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901627,Pseudomonas aeruginosa,amikacin,susceptible
SAMN04901627,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN04901627,Pseudomonas aeruginosa,cefepime,susceptible
SAMN04901627,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN04901627,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN04901627,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901627,Pseudomonas aeruginosa,doripenem,susceptible
SAMN04901627,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN04901627,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901627,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN04901627,Pseudomonas aeruginosa,meropenem,susceptible
SAMN04901627,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
SAMN04901627,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901627,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN04901628,Pseudomonas aeruginosa,amikacin,susceptible
SAMN04901628,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN04901628,Pseudomonas aeruginosa,cefepime,susceptible
SAMN04901628,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN04901628,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN04901628,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901628,Pseudomonas aeruginosa,doripenem,susceptible
SAMN04901628,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN04901628,Pseudomonas aeruginosa,imipenem,susceptible
SAMN04901628,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN04901628,Pseudomonas aeruginosa,meropenem,susceptible
SAMN04901628,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
SAMN04901628,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901628,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN04901629,Pseudomonas aeruginosa,amikacin,resistant
SAMN04901629,Pseudomonas aeruginosa,aztreonam,resistant
SAMN04901629,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901629,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901629,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901629,Pseudomonas aeruginosa,colistin,resistant
SAMN04901629,Pseudomonas aeruginosa,doripenem,resistant
SAMN04901629,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901629,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901629,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901629,Pseudomonas aeruginosa,meropenem,resistant
SAMN04901629,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN04901629,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901630,Pseudomonas aeruginosa,aztreonam,resistant
SAMN04901630,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901630,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901630,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901630,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901630,Pseudomonas aeruginosa,doripenem,resistant
SAMN04901630,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901630,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901630,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901630,Pseudomonas aeruginosa,meropenem,resistant
SAMN04901630,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN04901630,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901630,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901631,Pseudomonas aeruginosa,aztreonam,resistant
SAMN04901631,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901631,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901631,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901631,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901631,Pseudomonas aeruginosa,doripenem,resistant
SAMN04901631,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901631,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901631,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901631,Pseudomonas aeruginosa,meropenem,resistant
SAMN04901631,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN04901631,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901631,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901632,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN04901632,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901632,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901632,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901632,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901632,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901632,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901632,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901632,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN04901632,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901632,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901633,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN04901633,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901633,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901633,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901633,Pseudomonas aeruginosa,doripenem,resistant
SAMN04901633,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901633,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901633,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901633,Pseudomonas aeruginosa,meropenem,resistant
SAMN04901633,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN04901633,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901633,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901634,Pseudomonas aeruginosa,amikacin,susceptible
SAMN04901634,Pseudomonas aeruginosa,aztreonam,resistant
SAMN04901634,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN04901634,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901634,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901634,Pseudomonas aeruginosa,doripenem,resistant
SAMN04901634,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901634,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901634,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901634,Pseudomonas aeruginosa,meropenem,resistant
SAMN04901634,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
SAMN04901634,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901634,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901635,Pseudomonas aeruginosa,amikacin,resistant
SAMN04901635,Pseudomonas aeruginosa,aztreonam,resistant
SAMN04901635,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901635,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901635,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901635,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901635,Pseudomonas aeruginosa,doripenem,resistant
SAMN04901635,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901635,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901635,Pseudomonas aeruginosa,meropenem,resistant
SAMN04901635,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901635,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901636,Pseudomonas aeruginosa,amikacin,resistant
SAMN04901636,Pseudomonas aeruginosa,aztreonam,resistant
SAMN04901636,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901636,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901636,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901636,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901636,Pseudomonas aeruginosa,doripenem,resistant
SAMN04901636,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901636,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901636,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901636,Pseudomonas aeruginosa,meropenem,resistant
SAMN04901636,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN04901636,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901636,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901637,Pseudomonas aeruginosa,amikacin,susceptible
SAMN04901637,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN04901637,Pseudomonas aeruginosa,cefepime,susceptible
SAMN04901637,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN04901637,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN04901637,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901637,Pseudomonas aeruginosa,doripenem,susceptible
SAMN04901637,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN04901637,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901637,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN04901637,Pseudomonas aeruginosa,meropenem,susceptible
SAMN04901637,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
SAMN04901637,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901637,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN04901638,Pseudomonas aeruginosa,amikacin,resistant
SAMN04901638,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN04901638,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901638,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901638,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901638,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901638,Pseudomonas aeruginosa,gentamicin,resistant
SAMN04901638,Pseudomonas aeruginosa,imipenem,resistant
SAMN04901638,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN04901638,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN04901638,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN04901638,Pseudomonas aeruginosa,tobramycin,resistant
SAMN04901639,Pseudomonas aeruginosa,amikacin,resistant
SAMN04901639,Pseudomonas aeruginosa,aztreonam,resistant
SAMN04901639,Pseudomonas aeruginosa,cefepime,resistant
SAMN04901639,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN04901639,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN04901639,Pseudomonas aeruginosa,colistin,susceptible
SAMN04901639,Pseudomonas aeruginosa,doripenem,resistant
