sample_id,bacteria,antibiotics,phenotype
Enterobacter_MB846,Enterobacter cloacae,meropenem,susceptible
Enterobacter_MB846,Enterobacter cloacae,piperacillin-tazobactam,resistant
Enterobacter_MB891,Enterobacter cloacae,cefepime,susceptible
Enterobacter_MB891,Enterobacter cloacae,ceftazidime,resistant
Enterobacter_MB891,Enterobacter cloacae,meropenem,susceptible
Enterobacter_MB891,Enterobacter cloacae,piperacillin-tazobactam,resistant
Enterobacter_MB911,Enterobacter cloacae,cefepime,resistant
Enterobacter_MB911,Enterobacter cloacae,ceftazidime,resistant
Enterobacter_MB911,Enterobacter cloacae,meropenem,susceptible
Enterobacter_MB911,Enterobacter cloacae,piperacillin-tazobactam,resistant
Enterobacter_MB986,Enterobacter cloacae,cefepime,susceptible
Enterobacter_MB986,Enterobacter cloacae,ceftazidime,resistant
Enterobacter_MB986,Enterobacter cloacae,meropenem,susceptible
Enterobacter_MB986,Enterobacter cloacae,piperacillin-tazobactam,resistant
Enterobacter_MB993,Enterobacter cloacae,cefepime,resistant
Enterobacter_MB993,Enterobacter cloacae,ceftazidime,resistant
Enterobacter_MB993,Enterobacter cloacae,meropenem,susceptible
Enterobacter_MB993,Enterobacter cloacae,piperacillin-tazobactam,resistant
Escherichia_MB075,Escherichia coli,cefepime,resistant
Escherichia_MB075,Escherichia coli,ceftazidime,resistant
Escherichia_MB075,Escherichia coli,meropenem,susceptible
Escherichia_MB075,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB078,Escherichia coli,cefepime,resistant
Escherichia_MB078,Escherichia coli,ceftazidime,susceptible
Escherichia_MB078,Escherichia coli,meropenem,susceptible
Escherichia_MB078,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB1010,Escherichia coli,cefepime,resistant
Escherichia_MB1010,Escherichia coli,ceftazidime,resistant
Escherichia_MB1010,Escherichia coli,meropenem,susceptible
Escherichia_MB1010,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB130,Escherichia coli,cefepime,susceptible
Escherichia_MB130,Escherichia coli,ceftazidime,susceptible
Escherichia_MB130,Escherichia coli,meropenem,susceptible
Escherichia_MB130,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB195,Escherichia coli,cefepime,susceptible
Escherichia_MB195,Escherichia coli,ceftazidime,susceptible
Escherichia_MB195,Escherichia coli,meropenem,susceptible
Escherichia_MB195,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB242,Escherichia coli,cefepime,susceptible
Escherichia_MB242,Escherichia coli,ceftazidime,susceptible
Escherichia_MB242,Escherichia coli,meropenem,susceptible
Escherichia_MB242,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB294,Escherichia coli,cefepime,susceptible
Escherichia_MB294,Escherichia coli,ceftazidime,susceptible
Escherichia_MB294,Escherichia coli,meropenem,susceptible
Escherichia_MB294,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB319,Escherichia coli,cefepime,susceptible
Escherichia_MB319,Escherichia coli,ceftazidime,susceptible
Escherichia_MB319,Escherichia coli,meropenem,susceptible
Escherichia_MB319,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB356,Escherichia coli,cefepime,resistant
Escherichia_MB356,Escherichia coli,ceftazidime,resistant
Escherichia_MB356,Escherichia coli,meropenem,susceptible
Escherichia_MB356,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB362,Escherichia coli,cefepime,susceptible
Escherichia_MB362,Escherichia coli,ceftazidime,resistant
Escherichia_MB362,Escherichia coli,meropenem,susceptible
Escherichia_MB362,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB394,Escherichia coli,cefepime,susceptible
Escherichia_MB394,Escherichia coli,ceftazidime,susceptible
Escherichia_MB394,Escherichia coli,meropenem,susceptible
Escherichia_MB394,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB413,Escherichia coli,cefepime,susceptible
Escherichia_MB413,Escherichia coli,ceftazidime,susceptible
Escherichia_MB413,Escherichia coli,meropenem,susceptible
Escherichia_MB413,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB507,Escherichia coli,cefepime,resistant
Escherichia_MB507,Escherichia coli,ceftazidime,resistant
Escherichia_MB507,Escherichia coli,meropenem,susceptible
Escherichia_MB507,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB521,Escherichia coli,cefepime,resistant
Escherichia_MB521,Escherichia coli,ceftazidime,resistant
Escherichia_MB521,Escherichia coli,meropenem,susceptible
Escherichia_MB521,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB542,Escherichia coli,cefepime,susceptible
Escherichia_MB542,Escherichia coli,ceftazidime,susceptible
Escherichia_MB542,Escherichia coli,meropenem,susceptible
Escherichia_MB542,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB562,Escherichia coli,cefepime,susceptible
Escherichia_MB562,Escherichia coli,ceftazidime,susceptible
Escherichia_MB562,Escherichia coli,meropenem,susceptible
Escherichia_MB562,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB577,Escherichia coli,cefepime,resistant
Escherichia_MB577,Escherichia coli,ceftazidime,resistant
Escherichia_MB577,Escherichia coli,meropenem,susceptible
Escherichia_MB577,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB608,Escherichia coli,cefepime,resistant
Escherichia_MB608,Escherichia coli,ceftazidime,resistant
Escherichia_MB608,Escherichia coli,meropenem,susceptible
Escherichia_MB608,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB615,Escherichia coli,cefepime,resistant
Escherichia_MB615,Escherichia coli,ceftazidime,resistant
Escherichia_MB615,Escherichia coli,meropenem,susceptible
Escherichia_MB615,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB650,Escherichia coli,cefepime,susceptible
Escherichia_MB650,Escherichia coli,ceftazidime,resistant
Escherichia_MB650,Escherichia coli,meropenem,susceptible
Escherichia_MB650,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB735,Escherichia coli,cefepime,resistant
Escherichia_MB735,Escherichia coli,ceftazidime,resistant
Escherichia_MB735,Escherichia coli,meropenem,susceptible
Escherichia_MB735,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB746A,Escherichia coli,cefepime,resistant
Escherichia_MB746A,Escherichia coli,ceftazidime,resistant
Escherichia_MB746A,Escherichia coli,meropenem,resistant
Escherichia_MB746A,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB779,Escherichia coli,cefepime,susceptible
Escherichia_MB779,Escherichia coli,ceftazidime,susceptible
Escherichia_MB779,Escherichia coli,meropenem,susceptible
Escherichia_MB779,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB812,Escherichia coli,cefepime,susceptible
Escherichia_MB812,Escherichia coli,ceftazidime,susceptible
Escherichia_MB812,Escherichia coli,meropenem,susceptible
Escherichia_MB812,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB845,Escherichia coli,cefepime,resistant
Escherichia_MB845,Escherichia coli,ceftazidime,resistant
Escherichia_MB845,Escherichia coli,meropenem,susceptible
Escherichia_MB845,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB949,Escherichia coli,cefepime,resistant
Escherichia_MB949,Escherichia coli,ceftazidime,resistant
Escherichia_MB949,Escherichia coli,meropenem,susceptible
Escherichia_MB949,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB954,Escherichia coli,cefepime,resistant
Escherichia_MB954,Escherichia coli,ceftazidime,susceptible
Escherichia_MB954,Escherichia coli,meropenem,susceptible
Escherichia_MB954,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB962,Escherichia coli,cefepime,resistant
Escherichia_MB962,Escherichia coli,ceftazidime,resistant
Escherichia_MB962,Escherichia coli,meropenem,susceptible
Escherichia_MB962,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB967,Escherichia coli,cefepime,susceptible
Escherichia_MB967,Escherichia coli,ceftazidime,susceptible
Escherichia_MB967,Escherichia coli,meropenem,susceptible
Escherichia_MB967,Escherichia coli,piperacillin-tazobactam,resistant
Escherichia_MB968,Escherichia coli,cefepime,resistant
Escherichia_MB968,Escherichia coli,ceftazidime,resistant
Escherichia_MB968,Escherichia coli,meropenem,susceptible
Escherichia_MB968,Escherichia coli,piperacillin-tazobactam,susceptible
Escherichia_MB984,Escherichia coli,cefepime,resistant
Escherichia_MB984,Escherichia coli,ceftazidime,resistant
Escherichia_MB984,Escherichia coli,meropenem,susceptible
Escherichia_MB984,Escherichia coli,piperacillin-tazobactam,susceptible
Klebsiella_MB026,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB026,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB026,Klebsiella pneumoniae,meropenem,resistant
Klebsiella_MB026,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB033,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB033,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB033,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB033,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB065,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB065,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB065,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB065,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB067,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB067,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB067,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB067,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB090,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB090,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB090,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB090,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB091,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB091,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB091,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB091,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB101,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB101,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB101,Klebsiella pneumoniae,meropenem,resistant
Klebsiella_MB101,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB122,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB122,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB122,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB122,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB128,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB128,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB128,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB128,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB144,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB144,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB144,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB144,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB145,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB145,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB145,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB145,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB210,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB210,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB210,Klebsiella pneumoniae,meropenem,resistant
Klebsiella_MB210,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB254,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB254,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB254,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB254,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB336,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB336,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB336,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB336,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB427,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB427,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB427,Klebsiella pneumoniae,meropenem,resistant
Klebsiella_MB427,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB471,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB471,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB471,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB471,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB527,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB527,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB527,Klebsiella pneumoniae,meropenem,resistant
Klebsiella_MB527,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB599A,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB599A,Klebsiella pneumoniae,ceftazidime,susceptible
Klebsiella_MB599A,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB599A,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB642,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB642,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB642,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB642,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB730A,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB730A,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB730A,Klebsiella pneumoniae,meropenem,resistant
Klebsiella_MB730A,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB750,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB750,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB750,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB750,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB763A,Klebsiella pneumoniae,cefepime,susceptible
Klebsiella_MB763A,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB763A,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB763A,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
Klebsiella_MB776A,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB776A,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB776A,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB776A,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Klebsiella_MB928,Klebsiella pneumoniae,cefepime,resistant
Klebsiella_MB928,Klebsiella pneumoniae,ceftazidime,resistant
Klebsiella_MB928,Klebsiella pneumoniae,meropenem,susceptible
Klebsiella_MB928,Klebsiella pneumoniae,piperacillin-tazobactam,susceptible
Pseudomonas_MB055,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB055,Pseudomonas aeruginosa,ceftazidime,resistant
Pseudomonas_MB055,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB055,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB064,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB064,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB064,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB064,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB174,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB174,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB174,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB174,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB315,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB315,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB315,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB315,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB398,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB398,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB398,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB398,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB406,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB406,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB406,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB406,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB430,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB430,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB430,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB430,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB447,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB447,Pseudomonas aeruginosa,ceftazidime,resistant
Pseudomonas_MB447,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB447,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB473,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB473,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB473,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB473,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB475,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB475,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB475,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB475,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB504,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB504,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB504,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB504,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB508,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB508,Pseudomonas aeruginosa,ceftazidime,resistant
Pseudomonas_MB508,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB508,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB580A,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB580A,Pseudomonas aeruginosa,ceftazidime,resistant
Pseudomonas_MB580A,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB580A,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB640,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB640,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB640,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB640,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB699,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB699,Pseudomonas aeruginosa,ceftazidime,resistant
Pseudomonas_MB699,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB699,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB771,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB771,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB771,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB771,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB894,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB894,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB894,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB894,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB897,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB897,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB897,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB897,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB952,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB952,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB952,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB952,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MBGAP04,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MBGAP04,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MBGAP04,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MBGAP04,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MBGAP21,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MBGAP21,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MBGAP21,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MBGAP21,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB1014,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1014,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1014,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1014,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1014,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1014,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1020,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1020,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1020,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1020,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1020,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1020,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1024,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1024,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1024,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1024,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1024,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1024,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1028,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1028,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1028,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1028,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1028,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1028,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1059,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB1059,Pseudomonas aeruginosa,amikacin,resistant
Pseudomonas_MB1059,Pseudomonas aeruginosa,tobramycin,resistant
Pseudomonas_MB1059,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1059,Pseudomonas aeruginosa,aztreonam,resistant
Pseudomonas_MB1059,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1067,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1067,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1067,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1067,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1067,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1067,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1067,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1067,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1147,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,cefepime,susceptible
