sample_id,bacteria,antibiotics,phenotype
2141972,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141973,Klebsiella pneumoniae,cefepime,resistant
2141973,Klebsiella pneumoniae,cefotaxime,resistant
2141973,Klebsiella pneumoniae,ceftazidime,resistant
2141973,Klebsiella pneumoniae,ertapenem,resistant
2141973,Klebsiella pneumoniae,gentamicin,susceptible
2141973,Klebsiella pneumoniae,imipenem,resistant
2141973,Klebsiella pneumoniae,levofloxacin,resistant
2141973,Klebsiella pneumoniae,meropenem,resistant
2141973,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141974,Klebsiella pneumoniae,amikacin,susceptible
2141974,Klebsiella pneumoniae,cefepime,resistant
2141974,Klebsiella pneumoniae,cefotaxime,resistant
2141974,Klebsiella pneumoniae,ceftazidime,resistant
2141974,Klebsiella pneumoniae,doripenem,susceptible
2141974,Klebsiella pneumoniae,ertapenem,susceptible
2141974,Klebsiella pneumoniae,imipenem,susceptible
2141974,Klebsiella pneumoniae,levofloxacin,resistant
2141974,Klebsiella pneumoniae,meropenem,susceptible
2141974,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141975,Klebsiella pneumoniae,amikacin,susceptible
2141975,Klebsiella pneumoniae,cefotaxime,resistant
2141975,Klebsiella pneumoniae,ceftazidime,resistant
2141975,Klebsiella pneumoniae,doripenem,susceptible
2141975,Klebsiella pneumoniae,ertapenem,resistant
2141975,Klebsiella pneumoniae,levofloxacin,resistant
2141975,Klebsiella pneumoniae,meropenem,susceptible
2141975,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141976,Klebsiella pneumoniae,amikacin,susceptible
2141976,Klebsiella pneumoniae,cefotaxime,resistant
2141976,Klebsiella pneumoniae,ceftazidime,resistant
2141976,Klebsiella pneumoniae,ertapenem,resistant
2141976,Klebsiella pneumoniae,imipenem,resistant
2141976,Klebsiella pneumoniae,levofloxacin,resistant
2141976,Klebsiella pneumoniae,meropenem,resistant
2141976,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141977,Klebsiella pneumoniae,amikacin,susceptible
2141977,Klebsiella pneumoniae,cefotaxime,resistant
2141977,Klebsiella pneumoniae,ceftazidime,resistant
2141977,Klebsiella pneumoniae,ertapenem,resistant
2141977,Klebsiella pneumoniae,imipenem,resistant
2141977,Klebsiella pneumoniae,levofloxacin,resistant
2141977,Klebsiella pneumoniae,meropenem,resistant
2141977,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141978,Klebsiella pneumoniae,cefepime,resistant
2141978,Klebsiella pneumoniae,cefotaxime,resistant
2141978,Klebsiella pneumoniae,ceftazidime,resistant
2141978,Klebsiella pneumoniae,ertapenem,resistant
2141978,Klebsiella pneumoniae,gentamicin,susceptible
2141978,Klebsiella pneumoniae,imipenem,resistant
2141978,Klebsiella pneumoniae,levofloxacin,resistant
2141978,Klebsiella pneumoniae,meropenem,resistant
2141978,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141979,Klebsiella pneumoniae,cefepime,resistant
2141979,Klebsiella pneumoniae,cefotaxime,resistant
2141979,Klebsiella pneumoniae,ceftazidime,resistant
2141979,Klebsiella pneumoniae,ertapenem,resistant
2141979,Klebsiella pneumoniae,gentamicin,susceptible
2141979,Klebsiella pneumoniae,imipenem,resistant
2141979,Klebsiella pneumoniae,levofloxacin,resistant
2141979,Klebsiella pneumoniae,meropenem,resistant
2141979,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141980,Klebsiella pneumoniae,amikacin,susceptible
2141980,Klebsiella pneumoniae,cefepime,susceptible
2141980,Klebsiella pneumoniae,cefotaxime,resistant
2141980,Klebsiella pneumoniae,ceftazidime,resistant
2141980,Klebsiella pneumoniae,ciprofloxacin,susceptible
2141980,Klebsiella pneumoniae,ertapenem,resistant
2141980,Klebsiella pneumoniae,gentamicin,susceptible
2141980,Klebsiella pneumoniae,imipenem,resistant
2141980,Klebsiella pneumoniae,levofloxacin,susceptible
2141980,Klebsiella pneumoniae,meropenem,resistant
2141980,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2141981,Klebsiella pneumoniae,amikacin,susceptible
2141981,Klebsiella pneumoniae,cefotaxime,resistant
2141981,Klebsiella pneumoniae,ceftazidime,resistant
2141981,Klebsiella pneumoniae,doripenem,susceptible
2141981,Klebsiella pneumoniae,ertapenem,resistant
2141981,Klebsiella pneumoniae,gentamicin,susceptible
2141981,Klebsiella pneumoniae,imipenem,resistant
2141981,Klebsiella pneumoniae,levofloxacin,resistant
2141981,Klebsiella pneumoniae,meropenem,resistant
2141981,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141982,Klebsiella pneumoniae,amikacin,susceptible
2141982,Klebsiella pneumoniae,cefepime,resistant
2141982,Klebsiella pneumoniae,cefotaxime,resistant
2141982,Klebsiella pneumoniae,ceftazidime,resistant
2141982,Klebsiella pneumoniae,ertapenem,resistant
2141982,Klebsiella pneumoniae,imipenem,resistant
2141982,Klebsiella pneumoniae,levofloxacin,resistant
2141982,Klebsiella pneumoniae,meropenem,resistant
2141982,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141983,Klebsiella pneumoniae,amikacin,susceptible
2141983,Klebsiella pneumoniae,cefepime,susceptible
2141983,Klebsiella pneumoniae,cefotaxime,resistant
2141983,Klebsiella pneumoniae,ceftazidime,resistant
2141983,Klebsiella pneumoniae,ciprofloxacin,susceptible
2141983,Klebsiella pneumoniae,ertapenem,resistant
2141983,Klebsiella pneumoniae,imipenem,resistant
2141983,Klebsiella pneumoniae,levofloxacin,susceptible
2141983,Klebsiella pneumoniae,meropenem,resistant
2141983,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2141984,Klebsiella pneumoniae,amikacin,susceptible
2141984,Klebsiella pneumoniae,cefepime,resistant
2141984,Klebsiella pneumoniae,cefotaxime,resistant
2141984,Klebsiella pneumoniae,ceftazidime,resistant
2141984,Klebsiella pneumoniae,ertapenem,resistant
2141984,Klebsiella pneumoniae,imipenem,resistant
2141984,Klebsiella pneumoniae,levofloxacin,resistant
2141984,Klebsiella pneumoniae,meropenem,resistant
2141984,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141985,Klebsiella pneumoniae,amikacin,susceptible
2141985,Klebsiella pneumoniae,cefepime,resistant
2141985,Klebsiella pneumoniae,cefotaxime,resistant
2141985,Klebsiella pneumoniae,ceftazidime,resistant
2141985,Klebsiella pneumoniae,ertapenem,resistant
2141985,Klebsiella pneumoniae,imipenem,resistant
2141985,Klebsiella pneumoniae,levofloxacin,resistant
2141985,Klebsiella pneumoniae,meropenem,resistant
2141985,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141986,Klebsiella pneumoniae,amikacin,susceptible
2141986,Klebsiella pneumoniae,cefepime,resistant
2141986,Klebsiella pneumoniae,cefotaxime,resistant
2141986,Klebsiella pneumoniae,ceftazidime,resistant
2141986,Klebsiella pneumoniae,ertapenem,resistant
2141986,Klebsiella pneumoniae,imipenem,resistant
2141986,Klebsiella pneumoniae,levofloxacin,resistant
2141986,Klebsiella pneumoniae,meropenem,resistant
2141986,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141987,Klebsiella pneumoniae,cefepime,resistant
2141987,Klebsiella pneumoniae,cefotaxime,resistant
2141987,Klebsiella pneumoniae,ceftazidime,resistant
2141987,Klebsiella pneumoniae,ertapenem,resistant
2141987,Klebsiella pneumoniae,gentamicin,susceptible
2141987,Klebsiella pneumoniae,imipenem,resistant
2141987,Klebsiella pneumoniae,levofloxacin,resistant
2141987,Klebsiella pneumoniae,meropenem,resistant
2141987,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141988,Klebsiella pneumoniae,cefepime,resistant
2141988,Klebsiella pneumoniae,cefotaxime,resistant
2141988,Klebsiella pneumoniae,ceftazidime,resistant
2141988,Klebsiella pneumoniae,ertapenem,resistant
2141988,Klebsiella pneumoniae,gentamicin,susceptible
2141988,Klebsiella pneumoniae,imipenem,resistant
2141988,Klebsiella pneumoniae,levofloxacin,resistant
2141988,Klebsiella pneumoniae,meropenem,resistant
2141988,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141989,Klebsiella pneumoniae,amikacin,susceptible
2141989,Klebsiella pneumoniae,cefepime,resistant
2141989,Klebsiella pneumoniae,cefotaxime,resistant
2141989,Klebsiella pneumoniae,ceftazidime,resistant
2141989,Klebsiella pneumoniae,ertapenem,resistant
2141989,Klebsiella pneumoniae,gentamicin,susceptible
2141989,Klebsiella pneumoniae,imipenem,resistant
2141989,Klebsiella pneumoniae,levofloxacin,resistant
2141989,Klebsiella pneumoniae,meropenem,resistant
2141989,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2141990,Klebsiella pneumoniae,amikacin,susceptible
2141990,Klebsiella pneumoniae,cefepime,resistant
2141990,Klebsiella pneumoniae,cefotaxime,resistant
2141990,Klebsiella pneumoniae,ceftazidime,resistant
2141990,Klebsiella pneumoniae,ertapenem,resistant
2141990,Klebsiella pneumoniae,gentamicin,susceptible
2141990,Klebsiella pneumoniae,imipenem,resistant
2141990,Klebsiella pneumoniae,levofloxacin,resistant
2141990,Klebsiella pneumoniae,meropenem,resistant
2141990,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2141991,Klebsiella pneumoniae,cefepime,resistant
2141991,Klebsiella pneumoniae,cefotaxime,resistant
2141991,Klebsiella pneumoniae,ceftazidime,resistant
2141991,Klebsiella pneumoniae,ertapenem,resistant
2141991,Klebsiella pneumoniae,gentamicin,susceptible
2141991,Klebsiella pneumoniae,imipenem,resistant
2141991,Klebsiella pneumoniae,levofloxacin,resistant
2141991,Klebsiella pneumoniae,meropenem,resistant
2141991,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2141992,Klebsiella pneumoniae,amikacin,susceptible
2141992,Klebsiella pneumoniae,cefepime,resistant
2141992,Klebsiella pneumoniae,cefotaxime,resistant
2141992,Klebsiella pneumoniae,ceftazidime,resistant
2141992,Klebsiella pneumoniae,ertapenem,resistant
2141992,Klebsiella pneumoniae,gentamicin,susceptible
2141992,Klebsiella pneumoniae,imipenem,resistant
2141992,Klebsiella pneumoniae,levofloxacin,resistant
2141992,Klebsiella pneumoniae,meropenem,resistant
2141992,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141993,Klebsiella pneumoniae,amikacin,susceptible
2141993,Klebsiella pneumoniae,cefepime,resistant
2141993,Klebsiella pneumoniae,cefotaxime,resistant
2141993,Klebsiella pneumoniae,ceftazidime,resistant
2141993,Klebsiella pneumoniae,ertapenem,resistant
2141993,Klebsiella pneumoniae,gentamicin,susceptible
2141993,Klebsiella pneumoniae,imipenem,resistant
2141993,Klebsiella pneumoniae,levofloxacin,resistant
2141993,Klebsiella pneumoniae,meropenem,resistant
2141993,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2141994,Klebsiella pneumoniae,amikacin,susceptible
2141994,Klebsiella pneumoniae,cefotaxime,resistant
2141994,Klebsiella pneumoniae,ceftazidime,resistant
2141994,Klebsiella pneumoniae,ertapenem,resistant
2141994,Klebsiella pneumoniae,imipenem,resistant
2141994,Klebsiella pneumoniae,levofloxacin,resistant
2141994,Klebsiella pneumoniae,meropenem,resistant
2141994,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2141995,Klebsiella pneumoniae,amikacin,susceptible
2141995,Klebsiella pneumoniae,cefepime,resistant
2141995,Klebsiella pneumoniae,cefotaxime,resistant
2141995,Klebsiella pneumoniae,ceftazidime,resistant
2141995,Klebsiella pneumoniae,ertapenem,resistant
2141995,Klebsiella pneumoniae,imipenem,resistant
2141995,Klebsiella pneumoniae,levofloxacin,resistant
2141995,Klebsiella pneumoniae,meropenem,resistant
2141995,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2141996,Klebsiella pneumoniae,amikacin,susceptible
2141996,Klebsiella pneumoniae,cefepime,resistant
2141996,Klebsiella pneumoniae,cefotaxime,resistant
2141996,Klebsiella pneumoniae,ceftazidime,resistant
2141996,Klebsiella pneumoniae,ertapenem,resistant
2141996,Klebsiella pneumoniae,gentamicin,susceptible
2141996,Klebsiella pneumoniae,imipenem,resistant
2141996,Klebsiella pneumoniae,levofloxacin,resistant
2141996,Klebsiella pneumoniae,meropenem,resistant
2141996,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142000,Klebsiella pneumoniae,amikacin,susceptible
2142000,Klebsiella pneumoniae,cefepime,resistant
2142000,Klebsiella pneumoniae,cefotaxime,resistant
2142000,Klebsiella pneumoniae,ceftazidime,resistant
2142000,Klebsiella pneumoniae,ertapenem,resistant
2142000,Klebsiella pneumoniae,gentamicin,susceptible
2142000,Klebsiella pneumoniae,imipenem,resistant
2142000,Klebsiella pneumoniae,levofloxacin,resistant
2142000,Klebsiella pneumoniae,meropenem,resistant
2142000,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142001,Klebsiella pneumoniae,amikacin,susceptible
2142001,Klebsiella pneumoniae,cefotaxime,resistant
2142001,Klebsiella pneumoniae,ceftazidime,resistant
2142001,Klebsiella pneumoniae,ertapenem,resistant
2142001,Klebsiella pneumoniae,imipenem,resistant
2142001,Klebsiella pneumoniae,levofloxacin,resistant
2142001,Klebsiella pneumoniae,meropenem,resistant
2142001,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142014,Klebsiella pneumoniae,cefepime,resistant
2142014,Klebsiella pneumoniae,cefotaxime,resistant
2142014,Klebsiella pneumoniae,ceftazidime,resistant
2142014,Klebsiella pneumoniae,ertapenem,resistant
2142014,Klebsiella pneumoniae,gentamicin,susceptible
2142014,Klebsiella pneumoniae,imipenem,resistant
2142014,Klebsiella pneumoniae,levofloxacin,resistant
2142014,Klebsiella pneumoniae,meropenem,resistant
2142014,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142015,Klebsiella pneumoniae,amikacin,susceptible
2142015,Klebsiella pneumoniae,cefepime,resistant
2142015,Klebsiella pneumoniae,cefotaxime,resistant
2142015,Klebsiella pneumoniae,ceftazidime,resistant
2142015,Klebsiella pneumoniae,ertapenem,resistant
2142015,Klebsiella pneumoniae,imipenem,resistant
2142015,Klebsiella pneumoniae,levofloxacin,resistant
2142015,Klebsiella pneumoniae,meropenem,resistant
2142015,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142016,Klebsiella pneumoniae,amikacin,susceptible
2142016,Klebsiella pneumoniae,cefepime,resistant
2142016,Klebsiella pneumoniae,cefotaxime,resistant
2142016,Klebsiella pneumoniae,ceftazidime,resistant
2142016,Klebsiella pneumoniae,ertapenem,resistant
2142016,Klebsiella pneumoniae,imipenem,resistant
2142016,Klebsiella pneumoniae,levofloxacin,resistant
2142016,Klebsiella pneumoniae,meropenem,resistant
2142016,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142017,Klebsiella pneumoniae,cefepime,resistant
2142017,Klebsiella pneumoniae,cefotaxime,resistant
2142017,Klebsiella pneumoniae,ceftazidime,resistant
2142017,Klebsiella pneumoniae,ertapenem,resistant
2142017,Klebsiella pneumoniae,gentamicin,susceptible
2142017,Klebsiella pneumoniae,imipenem,resistant
2142017,Klebsiella pneumoniae,levofloxacin,resistant
2142017,Klebsiella pneumoniae,meropenem,resistant
2142017,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142018,Klebsiella pneumoniae,amikacin,susceptible
2142018,Klebsiella pneumoniae,cefotaxime,resistant
2142018,Klebsiella pneumoniae,ceftazidime,resistant
2142018,Klebsiella pneumoniae,ertapenem,resistant
2142018,Klebsiella pneumoniae,imipenem,resistant
2142018,Klebsiella pneumoniae,levofloxacin,resistant
2142018,Klebsiella pneumoniae,meropenem,resistant
2142018,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142019,Klebsiella pneumoniae,cefepime,resistant
2142019,Klebsiella pneumoniae,cefotaxime,resistant
2142019,Klebsiella pneumoniae,ceftazidime,resistant
2142019,Klebsiella pneumoniae,doripenem,susceptible
2142019,Klebsiella pneumoniae,gentamicin,susceptible
2142019,Klebsiella pneumoniae,imipenem,susceptible
2142019,Klebsiella pneumoniae,levofloxacin,resistant
2142019,Klebsiella pneumoniae,meropenem,susceptible
2142019,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142020,Klebsiella pneumoniae,amikacin,susceptible
2142020,Klebsiella pneumoniae,cefepime,resistant
2142020,Klebsiella pneumoniae,cefotaxime,resistant
2142020,Klebsiella pneumoniae,ceftazidime,resistant
2142020,Klebsiella pneumoniae,ertapenem,resistant
2142020,Klebsiella pneumoniae,imipenem,resistant
2142020,Klebsiella pneumoniae,meropenem,resistant
2142020,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142021,Klebsiella pneumoniae,amikacin,susceptible
2142021,Klebsiella pneumoniae,cefotaxime,resistant
2142021,Klebsiella pneumoniae,ceftazidime,resistant
2142021,Klebsiella pneumoniae,ertapenem,resistant
2142021,Klebsiella pneumoniae,imipenem,resistant
2142021,Klebsiella pneumoniae,levofloxacin,resistant
2142021,Klebsiella pneumoniae,meropenem,resistant
2142021,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142022,Klebsiella pneumoniae,amikacin,susceptible
2142022,Klebsiella pneumoniae,cefepime,resistant
2142022,Klebsiella pneumoniae,cefotaxime,resistant
2142022,Klebsiella pneumoniae,ceftazidime,resistant
2142022,Klebsiella pneumoniae,ertapenem,resistant
2142022,Klebsiella pneumoniae,gentamicin,susceptible
2142022,Klebsiella pneumoniae,imipenem,resistant
2142022,Klebsiella pneumoniae,levofloxacin,resistant
2142022,Klebsiella pneumoniae,meropenem,resistant
2142022,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2142023,Klebsiella pneumoniae,amikacin,susceptible
2142023,Klebsiella pneumoniae,cefotaxime,resistant
2142023,Klebsiella pneumoniae,ceftazidime,resistant
2142023,Klebsiella pneumoniae,ertapenem,resistant
2142023,Klebsiella pneumoniae,imipenem,resistant
2142023,Klebsiella pneumoniae,levofloxacin,resistant
2142023,Klebsiella pneumoniae,meropenem,resistant
2142023,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142026,Klebsiella pneumoniae,amikacin,susceptible
2142026,Klebsiella pneumoniae,cefepime,resistant
2142026,Klebsiella pneumoniae,cefotaxime,resistant
2142026,Klebsiella pneumoniae,ceftazidime,resistant
2142026,Klebsiella pneumoniae,ertapenem,resistant
2142026,Klebsiella pneumoniae,imipenem,resistant
2142026,Klebsiella pneumoniae,levofloxacin,resistant
2142026,Klebsiella pneumoniae,meropenem,resistant
2142026,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142027,Klebsiella pneumoniae,amikacin,susceptible
2142027,Klebsiella pneumoniae,cefotaxime,resistant
2142027,Klebsiella pneumoniae,ceftazidime,resistant
2142027,Klebsiella pneumoniae,ertapenem,resistant
2142027,Klebsiella pneumoniae,imipenem,resistant
2142027,Klebsiella pneumoniae,levofloxacin,resistant
2142027,Klebsiella pneumoniae,meropenem,resistant
2142027,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142028,Klebsiella pneumoniae,amikacin,susceptible
2142028,Klebsiella pneumoniae,cefotaxime,resistant
2142028,Klebsiella pneumoniae,ceftazidime,resistant
2142028,Klebsiella pneumoniae,ertapenem,resistant
2142028,Klebsiella pneumoniae,imipenem,resistant
2142028,Klebsiella pneumoniae,levofloxacin,susceptible
2142028,Klebsiella pneumoniae,meropenem,resistant
2142028,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142029,Klebsiella pneumoniae,amikacin,susceptible
2142029,Klebsiella pneumoniae,cefotaxime,resistant
2142029,Klebsiella pneumoniae,ceftazidime,resistant
2142029,Klebsiella pneumoniae,ertapenem,resistant
2142029,Klebsiella pneumoniae,imipenem,resistant
2142029,Klebsiella pneumoniae,levofloxacin,resistant
2142029,Klebsiella pneumoniae,meropenem,resistant
2142029,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142041,Klebsiella pneumoniae,amikacin,susceptible
2142041,Klebsiella pneumoniae,cefepime,resistant
2142041,Klebsiella pneumoniae,cefotaxime,resistant
2142041,Klebsiella pneumoniae,ceftazidime,resistant
2142041,Klebsiella pneumoniae,ertapenem,resistant
2142041,Klebsiella pneumoniae,imipenem,resistant
2142041,Klebsiella pneumoniae,levofloxacin,resistant
2142041,Klebsiella pneumoniae,meropenem,resistant
2142041,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,susceptible
2142042,Klebsiella pneumoniae,cefepime,resistant
2142042,Klebsiella pneumoniae,cefotaxime,resistant
2142042,Klebsiella pneumoniae,ceftazidime,resistant
2142042,Klebsiella pneumoniae,ertapenem,resistant
2142042,Klebsiella pneumoniae,imipenem,resistant
2142042,Klebsiella pneumoniae,levofloxacin,resistant
2142042,Klebsiella pneumoniae,meropenem,resistant
2142042,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142043,Klebsiella pneumoniae,amikacin,susceptible
2142043,Klebsiella pneumoniae,cefepime,resistant
2142043,Klebsiella pneumoniae,cefotaxime,resistant
2142043,Klebsiella pneumoniae,ceftazidime,resistant
2142043,Klebsiella pneumoniae,ertapenem,resistant
2142043,Klebsiella pneumoniae,gentamicin,susceptible
2142043,Klebsiella pneumoniae,imipenem,resistant
2142043,Klebsiella pneumoniae,levofloxacin,resistant
2142043,Klebsiella pneumoniae,meropenem,resistant
2142043,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142044,Klebsiella pneumoniae,cefepime,resistant
2142044,Klebsiella pneumoniae,cefotaxime,resistant
2142044,Klebsiella pneumoniae,ceftazidime,resistant
2142044,Klebsiella pneumoniae,ertapenem,resistant
2142044,Klebsiella pneumoniae,gentamicin,susceptible
2142044,Klebsiella pneumoniae,imipenem,resistant
2142044,Klebsiella pneumoniae,levofloxacin,resistant
2142044,Klebsiella pneumoniae,meropenem,resistant
2142044,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142047,Klebsiella pneumoniae,cefepime,resistant
2142047,Klebsiella pneumoniae,cefotaxime,resistant
2142047,Klebsiella pneumoniae,ceftazidime,resistant
2142047,Klebsiella pneumoniae,ertapenem,resistant
2142047,Klebsiella pneumoniae,gentamicin,susceptible
2142047,Klebsiella pneumoniae,imipenem,resistant
2142047,Klebsiella pneumoniae,levofloxacin,resistant
2142047,Klebsiella pneumoniae,meropenem,resistant
2142047,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142048,Klebsiella pneumoniae,cefepime,resistant
2142048,Klebsiella pneumoniae,cefotaxime,resistant
2142048,Klebsiella pneumoniae,ceftazidime,resistant
2142048,Klebsiella pneumoniae,ertapenem,resistant
2142048,Klebsiella pneumoniae,gentamicin,susceptible
2142048,Klebsiella pneumoniae,imipenem,resistant
2142048,Klebsiella pneumoniae,levofloxacin,resistant
2142048,Klebsiella pneumoniae,meropenem,resistant
2142048,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
2142049,Klebsiella pneumoniae,cefepime,resistant
